Date,Open,High,Low,Close,Adj Close,Volume
2017-01-16,3047.000000,3097.899902,3026.600098,3091.750000,2664.884277,297394
2017-01-17,3091.000000,3154.649902,3071.750000,3132.649902,2700.137207,224536
2017-01-18,3151.000000,3158.550049,3076.100098,3086.050049,2659.971191,260704
2017-01-19,3094.800049,3110.949951,3066.000000,3102.350098,2674.020996,277092
2017-01-20,3099.949951,3120.399902,3044.250000,3050.600098,2629.416016,330431
2017-01-23,3050.500000,3107.000000,3050.500000,3096.800049,2669.236816,621509
2017-01-24,3123.500000,3142.000000,3085.000000,3134.300049,2701.559814,706800
2017-01-25,3144.899902,3275.949951,3121.000000,3247.449951,2799.087646,1050202
2017-01-27,3246.000000,3267.949951,3201.000000,3215.850098,2771.850342,532124
2017-01-30,3215.000000,3215.949951,3156.750000,3194.699951,2753.620361,488948
2017-01-31,3190.000000,3218.850098,3150.500000,3172.350098,2734.356201,273410
2017-02-01,3175.000000,3304.550049,3169.500000,3286.949951,2833.133545,628791
2017-02-02,3265.000000,3285.000000,3225.000000,3228.750000,2782.969482,354323
2017-02-03,3228.000000,3234.899902,3201.000000,3214.000000,2770.255859,343388
2017-02-06,3254.699951,3282.800049,3232.000000,3270.449951,2818.911865,362269
2017-02-07,3278.750000,3278.750000,3227.100098,3259.800049,2809.732422,217985
2017-02-08,3240.100098,3279.000000,3210.000000,3222.550049,2777.625732,541782
2017-02-09,3285.000000,3319.199951,3225.750000,3265.100098,2814.300537,585465
2017-02-10,3275.100098,3284.800049,3241.000000,3268.600098,2817.317627,233552
2017-02-13,3266.000000,3279.800049,3215.100098,3226.550049,2781.072998,385934
2017-02-14,3230.000000,3235.050049,3145.149902,3162.949951,2726.253906,420128
2017-02-15,3162.949951,3167.949951,3090.550049,3097.850098,2670.141846,513046
2017-02-16,3110.000000,3157.399902,3049.199951,3124.449951,2693.069824,403866
2017-02-17,3115.000000,3130.000000,3072.300049,3087.199951,2660.962646,517754
2017-02-20,3098.800049,3123.350098,3080.000000,3102.100098,2673.805176,197887
2017-02-21,3119.000000,3137.000000,3090.000000,3125.800049,2694.232910,414204
2017-02-22,3118.100098,3176.000000,3110.000000,3166.199951,2729.054932,433415
2017-02-23,3167.000000,3199.800049,3148.199951,3176.750000,2738.148438,629689
2017-02-27,3175.600098,3211.899902,3157.050049,3175.899902,2737.416260,392987
2017-02-28,3179.000000,3180.800049,3131.050049,3138.100098,2704.835205,221558
2017-03-01,3156.899902,3198.000000,3150.000000,3178.149902,2739.355225,452809
2017-03-02,3201.000000,3262.949951,3190.000000,3229.300049,2783.443604,581211
2017-03-03,3220.000000,3286.000000,3201.000000,3272.850098,2820.980957,226645
2017-03-06,3273.000000,3332.000000,3273.000000,3319.800049,2861.448242,391280
2017-03-07,3319.899902,3319.899902,3280.000000,3305.449951,2849.079590,225124
2017-03-08,3305.500000,3326.949951,3255.250000,3272.699951,2820.851074,304333
2017-03-09,3297.800049,3298.699951,3261.199951,3289.000000,2834.900635,295827
2017-03-10,3294.899902,3329.000000,3288.600098,3311.050049,2853.906494,227655
2017-03-14,3368.750000,3383.949951,3345.600098,3357.449951,2893.900146,1078387
2017-03-15,3335.000000,3412.000000,3335.000000,3401.100098,2931.523438,813831
2017-03-16,3377.000000,3390.000000,3341.050049,3348.000000,2933.187988,745130
2017-03-17,3365.000000,3374.000000,3343.100098,3346.100098,2931.523682,299456
2017-03-20,3346.100098,3370.000000,3326.649902,3340.250000,2926.398438,121894
2017-03-21,3333.000000,3359.949951,3327.500000,3334.699951,2921.535645,149569
2017-03-22,3292.000000,3342.500000,3292.000000,3314.600098,2903.926514,406454
2017-03-23,3334.800049,3379.000000,3320.050049,3367.399902,2950.184082,213622
2017-03-24,3374.949951,3380.000000,3339.699951,3375.250000,2957.061523,230244
2017-03-27,3379.000000,3395.949951,3300.000000,3343.199951,2928.983154,296970
2017-03-28,3341.000000,3359.949951,3312.000000,3326.899902,2914.702393,338652
2017-03-29,3330.350098,3337.850098,3180.000000,3224.399902,2824.901611,1247758
2017-03-30,3202.000000,3270.000000,3202.000000,3231.649902,2831.253418,627310
2017-03-31,3200.000000,3228.000000,3200.000000,3221.949951,2822.755371,582578
2017-04-03,3222.800049,3265.050049,3191.800049,3202.149902,2805.408447,370011
2017-04-05,3228.949951,3233.000000,3190.600098,3198.050049,2801.816650,427222
2017-04-06,3189.000000,3219.649902,3175.000000,3206.300049,2809.044678,441769
2017-04-07,3196.300049,3233.899902,3196.300049,3215.300049,2816.929443,332878
2017-04-10,3236.000000,3236.000000,3185.000000,3199.399902,2802.999512,291127
2017-04-11,3192.000000,3224.000000,3187.050049,3202.199951,2805.452148,169115
2017-04-12,3210.000000,3232.750000,3200.399902,3227.050049,2827.223389,289874
2017-04-13,3228.000000,3245.449951,3211.000000,3224.500000,2824.989258,229218
2017-04-17,3203.000000,3245.000000,3203.000000,3240.149902,2838.700195,206525
2017-04-18,3249.000000,3259.050049,3216.250000,3226.250000,2826.522461,427228
2017-04-19,3238.000000,3238.000000,3179.000000,3199.750000,2803.306396,235606
2017-04-20,3191.000000,3218.000000,3180.000000,3198.399902,2802.123535,158153
2017-04-21,3218.000000,3218.000000,3192.000000,3203.199951,2806.328369,132297
2017-04-24,3217.000000,3218.000000,3186.500000,3204.399902,2807.379883,109307
2017-04-25,3233.000000,3312.949951,3202.100098,3305.199951,2895.690674,601198
2017-04-26,3320.000000,3328.000000,3271.000000,3313.050049,2902.568359,294063
2017-04-27,3319.500000,3364.000000,3271.050049,3300.800049,2891.835938,823678
2017-04-28,3318.000000,3340.000000,3288.000000,3318.600098,2907.430664,259906
2017-05-02,3317.600098,3388.699951,3305.100098,3352.949951,2937.524414,248508
2017-05-03,3368.000000,3384.350098,3350.000000,3376.500000,2958.156738,228007
2017-05-04,3375.000000,3403.899902,3357.100098,3395.649902,2974.933838,200910
2017-05-05,3389.250000,3412.850098,3350.149902,3376.550049,2958.200684,190683
2017-05-08,3376.550049,3412.000000,3367.949951,3401.250000,2979.840820,99666
2017-05-09,3419.949951,3442.000000,3276.350098,3282.350098,2875.671875,501840
2017-05-10,3272.199951,3334.899902,3265.000000,3323.850098,2912.030273,424465
2017-05-11,3375.000000,3483.949951,3295.149902,3461.800049,3032.888428,987725
2017-05-12,3479.000000,3553.800049,3463.899902,3541.500000,3102.713379,607136
2017-05-15,3541.000000,3558.000000,3504.600098,3515.449951,3079.891357,215587
2017-05-16,3529.500000,3631.800049,3491.100098,3619.399902,3170.962158,372398
2017-05-17,3615.000000,3683.949951,3595.050049,3645.949951,3194.222168,338342
2017-05-18,3600.000000,3639.000000,3577.050049,3592.050049,3147.001221,294013
2017-05-19,3597.000000,3656.000000,3533.750000,3571.649902,3129.128174,270446
2017-05-22,3596.750000,3645.000000,3550.949951,3562.449951,3121.067871,255829
2017-05-23,3593.899902,3619.000000,3550.000000,3585.000000,3140.823975,199447
2017-05-24,3585.000000,3612.300049,3527.199951,3567.600098,3125.580078,256025
2017-05-25,3567.600098,3645.250000,3527.149902,3625.850098,3176.612793,253648
2017-05-26,3626.100098,3660.100098,3605.600098,3618.399902,3170.085938,193039
2017-05-29,3621.899902,3678.449951,3590.550049,3665.800049,3211.613281,211133
2017-05-30,3660.000000,3748.000000,3660.000000,3740.350098,3276.926758,347224
2017-05-31,3735.000000,3762.000000,3721.199951,3745.449951,3281.394775,424001
2017-06-01,3742.000000,3815.000000,3708.800049,3733.350098,3270.794189,451621
2017-06-02,3758.800049,3857.500000,3750.000000,3849.750000,3372.772217,570351
2017-06-05,3850.000000,3880.550049,3821.250000,3834.949951,3359.805908,181146
2017-06-06,3844.000000,3844.000000,3785.050049,3799.949951,3329.142334,119591
2017-06-07,3803.850098,3856.050049,3803.850098,3843.250000,3367.077148,426059
